Station,Duration,IGS08Lat,IGS08Long,IGS08elipht,RMS,Fixed_Amb,P2PLat,P2PLong,P2PElht,NominalT,dn (cm),de (cm),dh (cm)
BICK,3,44.48952024,-123.2807106,51.961,0.0110,0.7600,0.0110,0.0040,0.0170,3,-1.54,0.11,0.10
BICK,3,44.48952028,-123.2807105,51.996,0.0150,0.9000,0.0180,0.0250,0.0420,3,-1.20,1.22,3.60
BICK,3,44.48952029,-123.2807106,51.985,0.0150,0.8600,0.0070,0.0110,0.0730,3,-1.05,0.31,2.60
BICK,3,44.48952032,-123.2807106,51.971,0.0120,0.8400,0.0160,0.0090,0.0500,3,-0.71,0.07,1.10
BICK,3,44.48952033,-123.2807105,51.94,0.0110,0.7300,0.0080,0.0380,0.0980,3,-0.59,0.84,-2.00
BICK,3,44.48952029,-123.2807105,51.971,0.0110,0.9000,0.0070,0.0060,0.0090,3,-1.02,0.82,1.20
BICK,3,44.48952025,-123.2807106,51.969,0.0100,0.9300,0.0120,0.0030,0.0140,3,-1.48,0.57,0.90
BICK,3,44.48952026,-123.2807106,51.973,0.0110,0.9800,0.0070,0.0020,0.0090,3,-1.30,0.55,1.30
BICK,3,44.48952027,-123.2807105,51.982,0.0110,0.9300,0.0020,0.0010,0.0400,3,-1.23,0.84,2.30
GLAS,3,44.51934217,-122.9960556,69.484,0.0150,0.7900,0.0140,0.0640,0.0480,3,-1.02,-2.67,4.00
GLAS,3,44.51934212,-122.9960554,69.502,0.0180,0.7200,0.0380,0.0470,0.0240,3,-1.64,-1.57,5.70
GLAS,3,44.51934225,-122.9960552,69.455,0.0170,1.0000,0.0050,0.0030,0.0610,3,-0.15,0.13,1.10
GLAS,3,44.51934219,-122.9960552,69.483,0.0130,0.8100,0.0120,0.0040,0.0430,3,-0.77,-0.09,3.90
GLAS,3,44.51934226,-122.9960555,69.445,0.0140,0.7000,0.0190,0.0300,0.1120,3,0.00,-2.43,0.10
GLAS,3,44.51934224,-122.9960552,69.439,0.0150,0.9400,0.0120,0.0040,0.0170,3,-0.31,0.07,-0.50
GLAS,3,44.51934219,-122.9960551,69.474,0.0130,0.9100,0.0110,0.0060,0.0020,3,-0.80,0.62,3.10
GLAS,3,44.51934218,-122.9960551,69.442,0.0160,0.8600,0.0190,0.0100,0.0220,3,-0.90,0.73,-0.10
GLAS,3,44.51934221,-122.9960552,69.447,0.0150,0.9700,0.0030,0.0090,0.0420,3,-0.59,0.11,0.40
GLAS,3,44.51934221,-122.9960552,69.474,0.0130,0.9700,0.0080,0.0030,0.0050,3,-0.52,0.38,3.10
GLAS,3,44.51934217,-122.9960552,69.431,0.0150,0.9500,0.0080,0.0080,0.0500,3,-0.96,0.38,-1.20
GLAS,3,44.51934223,-122.9960552,69.452,0.0130,0.9300,0.0030,0.0060,0.0130,3,-0.37,0.13,0.90
LBCC,3,44.58498566,-123.1181763,46.965,0.0160,0.9100,0.0080,0.0090,0.0330,3,-0.56,0.51,1.50
LBCC,3,44.58498563,-123.1181763,46.975,0.0110,0.7600,0.0170,0.0090,0.0370,3,-0.86,0.53,2.50
LBCC,3,44.58498561,-123.1181766,46.973,0.0180,0.6800,0.0460,0.0410,0.1840,3,-1.05,-2.36,2.30
LBCC,3,44.58498567,-123.1181761,46.946,0.0140,0.8100,0.0180,0.0330,0.0540,3,-0.37,1.90,-0.40
LBCC,3,44.58498566,-123.1181763,46.954,0.0140,0.8800,0.0210,0.0160,0.0330,3,-0.52,0.22,0.50
LBCC,3,44.58498566,-123.1181764,46.952,0.0150,0.9000,0.0150,0.0080,0.0410,3,-0.52,-0.38,0.20
LBCC,3,44.58498561,-123.1181763,46.977,0.0130,0.9100,0.0100,0.0030,0.0140,3,-1.02,0.18,2.70
LBCC,3,44.58498568,-123.1181763,46.968,0.0170,0.8200,0.0180,0.0120,0.0200,3,-0.31,0.07,1.80
LBCC,3,44.58498572,-123.1181763,46.944,0.0180,0.9300,0.0310,0.0010,0.0330,3,0.12,-0.09,-0.60
LBCC,3,44.58498559,-123.1181769,46.93,0.0150,0.8100,0.0100,0.0840,0.0730,3,-1.23,-4.15,-1.90
LBCC,3,44.58498572,-123.1181763,46.949,0.0130,0.8100,0.0050,0.0100,0.0140,3,0.15,0.04,-0.10
LBCC,3,44.58498559,-123.1181763,46.973,0.0120,1.0000,0.0120,0.0010,0.0210,3,-1.36,0.62,2.30
LBCC,3,44.58498569,-123.1181761,46.954,0.0160,0.8800,0.0170,0.0480,0.0920,3,-0.22,1.65,0.40
LBCC,3,44.58498574,-123.1181763,46.954,0.0150,0.9300,0.0110,0.0160,0.0420,3,0.40,0.02,0.40
LBCC,3,44.58498563,-123.1181764,46.941,0.0130,0.8900,0.0060,0.0130,0.0710,3,-0.90,-0.20,-0.90
LBCC,3,44.58498571,-123.1181763,46.959,0.0160,0.8100,0.0070,0.0070,0.0230,3,0.06,0.40,0.90
LBCC,3,44.58498571,-123.1181763,46.961,0.0140,0.9200,0.0100,0.0140,0.0410,3,0.00,-0.07,1.10
LBCC,3,44.58498562,-123.1181762,46.975,0.0140,0.8900,0.0130,0.0060,0.0260,3,-0.86,0.88,2.50
LBCC,3,44.58498568,-123.1181763,46.958,0.0170,0.8900,0.0140,0.0150,0.0390,3,-0.19,0.15,0.80
LBCC,3,44.58498572,-123.1181763,46.937,0.0150,0.9500,0.0090,0.0050,0.0350,3,0.28,0.15,-1.20
U727,3,44.59391667,-123.5471758,204.398,0.0120,0.9400,0.0140,0.0030,0.0450,3,-1.05,1.06,0.00
U727,3,44.59391673,-123.5471759,204.409,0.0130,0.8300,0.0210,0.0050,0.0290,3,-0.37,0.57,1.20
U727,3,44.59391669,-123.5471759,204.409,0.0110,0.9000,0.0110,0.0020,0.0300,3,-0.74,0.60,1.10
U727,3,44.5939167,-123.5471759,204.418,0.0180,0.9800,0.0310,0.0930,0.1480,3,-0.71,-0.04,2.10
U727,3,44.59391671,-123.5471756,204.406,0.0150,0.6200,0.0240,0.0540,0.0600,3,-0.62,2.82,0.80
U727,3,44.59391684,-123.5471759,204.358,0.0140,0.9100,0.0270,0.0110,0.1470,3,0.90,0.55,-4.00
U727,3,44.59391663,-123.5471759,204.405,0.0130,0.9200,0.0070,0.0100,0.0550,3,-1.45,-0.11,0.70
U727,3,44.5939167,-123.5471759,204.395,0.0120,0.7800,0.0140,0.0040,0.0080,3,-0.62,0.02,-0.30
U727,3,44.59391669,-123.5471759,204.412,0.0100,0.9700,0.0030,0.0030,0.0350,3,-0.74,0.26,1.40
U727,3,44.59391673,-123.547176,204.414,0.0130,0.7400,0.0180,0.0120,0.0340,3,-0.28,-0.22,1.60
U727,3,44.5939167,-123.5471759,204.394,0.0130,1.0000,0.0080,0.0060,0.0370,3,-0.68,0.24,-0.40
U727,3,44.5939167,-123.5471759,204.418,0.0120,0.8500,0.0070,0.0100,0.0340,3,-0.65,0.75,2.00
Y683,3,44.68914756,-123.2189186,71.614,0.0100,0.9700,0.0060,0.0010,0.0520,3,-0.31,0.48,-1.20
Y683,3,44.68914759,-123.2189186,71.636,0.0130,0.9100,0.0100,0.0060,0.0140,3,0.06,0.73,1.00
Y683,3,44.68914758,-123.2189187,71.645,0.0110,0.9200,0.0090,0.0090,0.0330,3,-0.03,0.37,1.90
Y683,3,44.68914756,-123.2189186,71.63,0.0120,0.9200,0.0060,0.0000,0.0290,3,-0.31,0.48,0.40
Y683,3,44.68914761,-123.2189186,71.634,0.0120,0.8700,0.0170,0.0050,0.0250,3,0.25,0.44,0.80
Y683,3,44.68914751,-123.2189186,71.621,0.0150,0.8700,0.0050,0.0150,0.0510,3,-0.80,0.90,-0.50
Y683,3,44.68914752,-123.2189186,71.629,0.0110,0.9000,0.0100,0.0040,0.0120,3,-0.77,0.42,0.30
Y683,3,44.68914748,-123.2189188,71.626,0.0110,0.8000,0.0190,0.0230,0.0360,3,-1.11,-0.66,-0.10
Y683,3,44.68914758,-123.2189186,71.648,0.0150,0.8200,0.0210,0.0160,0.0220,3,-0.06,0.84,2.10
Y683,3,44.68914757,-123.2189188,71.609,0.0150,0.9300,0.0200,0.0260,0.1010,3,-0.12,-0.84,-1.80
Y683,3,44.68914755,-123.2189188,71.632,0.0120,0.8800,0.0180,0.0130,0.0470,3,-0.37,-0.35,0.60
Y683,3,44.68914759,-123.2189183,71.682,0.0130,0.8300,0.0230,0.0890,0.0930,3,0.03,3.59,5.60
Y683,3,44.68914756,-123.2189187,71.623,0.0120,0.9300,0.0070,0.0050,0.0090,3,-0.31,0.15,-0.30
Y683,3,44.68914756,-123.2189187,71.637,0.0100,0.9500,0.0080,0.0030,0.0160,3,-0.25,0.40,1.00
Y683,3,44.68914758,-123.2189187,71.642,0.0110,0.9000,0.0090,0.0090,0.0020,3,0.00,0.29,1.50
Y683,3,44.68914757,-123.2189187,71.64,0.0110,0.9500,0.0050,0.0020,0.0360,3,-0.19,0.42,1.40
Y683,3,44.68914763,-123.2189186,71.632,0.0110,0.8900,0.0050,0.0090,0.0150,3,0.56,0.51,0.50
Y683,3,44.68914757,-123.2189186,71.648,0.0120,0.8100,0.0070,0.0070,0.0180,3,-0.12,0.53,2.20
Y683,3,44.68914756,-123.2189186,71.651,0.0110,0.8300,0.0060,0.0030,0.0110,3,-0.22,0.55,2.40
B726,4,44.6484073,-123.062661,42.059,0.0180,0.8300,0.0180,0.0100,0.0520,4,-0.93,0.84,0.50
B726,4,44.64840739,-123.0626611,42.086,0.0170,0.8800,0.0110,0.0030,0.0210,4,0.09,0.31,3.20
B726,4,44.64840723,-123.0626611,42.057,0.0200,0.8600,0.0220,0.0070,0.0320,4,-1.67,0.48,0.30
B726,4,44.64840737,-123.0626611,42.059,0.0190,0.8900,0.0110,0.0020,0.0140,4,-0.19,0.07,0.60
B726,4,44.64840725,-123.0626611,42.06,0.0200,0.8900,0.0180,0.0070,0.0470,4,-1.54,0.51,0.70
B726,4,44.64840742,-123.0626611,42.082,0.0180,0.8200,0.0110,0.0070,0.0390,4,0.37,0.40,2.90
B726,4,44.64840718,-123.062661,42.059,0.0170,0.9000,0.0270,0.0100,0.0240,4,-2.22,0.86,0.60
BICK,4,44.48952026,-123.2807105,51.979,0.0100,0.9200,0.0110,0.0030,0.0210,4,-1.39,0.80,2.00
BICK,4,44.48952028,-123.2807105,51.983,0.0110,0.8400,0.0140,0.0080,0.0180,4,-1.20,0.62,2.30
BICK,4,44.48952026,-123.2807105,51.969,0.0110,0.9000,0.0130,0.0060,0.0080,4,-1.39,0.80,1.00
BICK,4,44.48952031,-123.2807105,51.975,0.0120,0.8700,0.0080,0.0120,0.0290,4,-0.83,0.93,1.60
BICK,4,44.48952025,-123.2807105,51.969,0.0110,0.8400,0.0130,0.0030,0.0200,4,-1.51,0.71,0.90
BICK,4,44.48952032,-123.2807105,51.972,0.0110,0.9600,0.0130,0.0080,0.0290,4,-0.71,0.62,1.30
BICK,4,44.48952026,-123.2807105,51.965,0.0110,0.8500,0.0070,0.0020,0.0360,4,-1.33,0.71,0.60
BICK,4,44.48952029,-123.2807105,51.973,0.0130,0.9200,0.0100,0.0090,0.0370,4,-1.08,0.71,1.40
BICK,4,44.48952029,-123.2807108,51.975,0.0150,0.9300,0.0090,0.0580,0.0980,4,-1.02,-1.48,1.60
BICK,4,44.48952026,-123.2807105,51.985,0.0120,0.9600,0.0110,0.0070,0.0250,4,-1.42,0.71,2.60
BICK,4,44.48952025,-123.2807105,51.978,0.0110,0.8900,0.0060,0.0020,0.0270,4,-1.45,0.64,1.90
BICK,4,44.48952028,-123.2807105,51.971,0.0140,0.9200,0.0140,0.0040,0.0160,4,-1.14,0.88,1.10
BICK,4,44.48952024,-123.2807105,51.976,0.0100,0.9200,0.0190,0.0030,0.0120,4,-1.61,0.95,1.60
BICK,4,44.48952025,-123.2807105,51.972,0.0110,0.9800,0.0040,0.0030,0.0080,4,-1.45,0.73,1.30
BICK,4,44.48952025,-123.2807106,51.962,0.0110,0.9100,0.0140,0.0030,0.0170,4,-1.45,0.38,0.30
BICK,4,44.48952026,-123.2807107,52.016,0.0180,0.8300,0.0120,0.0290,0.1170,4,-1.39,-0.84,5.70
BICK,4,44.48952033,-123.2807106,51.966,0.0130,0.7100,0.0210,0.0170,0.0280,4,-0.59,-0.11,0.60
BICK,4,44.48952032,-123.2807105,51.979,0.0120,0.9400,0.0050,0.0090,0.0200,4,-0.65,0.77,1.90
BICK,4,44.48952028,-123.2807106,51.967,0.0100,0.9100,0.0090,0.0030,0.0150,4,-1.17,0.57,0.70
BICK,4,44.48952023,-123.2807105,51.98,0.0130,0.9400,0.0060,0.0010,0.0180,4,-1.70,0.82,2.00
GLAS,4,44.51934219,-122.9960552,69.475,0.0140,0.9000,0.0090,0.0070,0.0060,4,-0.90,0.09,3.10
GLAS,4,44.5193422,-122.9960551,69.465,0.0180,0.8500,0.0140,0.0020,0.0220,4,-0.71,0.71,2.10
GLAS,4,44.5193422,-122.9960552,69.494,0.0140,0.8000,0.0100,0.0060,0.0230,4,-0.71,-0.09,5.00
GLAS,4,44.51934226,-122.9960552,69.456,0.0170,0.9200,0.0210,0.0050,0.0510,4,-0.06,0.00,1.20
GLAS,4,44.51934223,-122.9960552,69.475,0.0130,0.9000,0.0100,0.0030,0.0180,4,-0.34,0.31,3.10
GLAS,4,44.51934213,-122.9960551,69.433,0.0160,0.9100,0.0100,0.0020,0.0100,4,-1.42,0.80,-1.00
GLAS,4,44.5193422,-122.9960551,69.471,0.0140,0.8900,0.0090,0.0040,0.0030,4,-0.62,0.62,2.70
GLAS,4,44.51934222,-122.9960552,69.446,0.0130,0.9500,0.0040,0.0080,0.0390,4,-0.43,0.09,0.20
LBCC,4,44.58498563,-123.1181763,46.969,0.0150,0.9200,0.0120,0.0080,0.0250,4,-0.80,0.55,1.90
LBCC,4,44.58498571,-123.1181763,46.962,0.0130,0.9400,0.0090,0.0100,0.0330,4,0.03,0.20,1.20
LBCC,4,44.58498562,-123.1181763,46.967,0.0120,0.8800,0.0150,0.0050,0.0130,4,-0.93,0.42,1.70
LBCC,4,44.58498572,-123.1181765,46.929,0.0180,0.7700,0.0230,0.0260,0.0830,4,0.12,-1.10,-2.00
LBCC,4,44.5849856,-123.1181763,46.97,0.0130,0.9800,0.0130,0.0080,0.0260,4,-1.20,0.20,2.00
LBCC,4,44.58498569,-123.1181765,46.958,0.0190,0.8100,0.0060,0.0350,0.0170,4,-0.19,-1.65,0.80
LBCC,4,44.5849856,-123.1181763,46.946,0.0150,0.8600,0.0060,0.0030,0.0310,4,-1.20,0.62,-0.40
LBCC,4,44.58498559,-123.1181762,46.968,0.0130,0.9500,0.0110,0.0030,0.0170,4,-1.30,0.86,1.80
LBCC,4,44.5849857,-123.1181763,46.961,0.0170,0.8800,0.0130,0.0130,0.0260,4,-0.09,0.11,1.20
LBCC,4,44.58498565,-123.1181763,46.962,0.0130,0.9100,0.0080,0.0060,0.0270,4,-0.65,0.40,1.20
LBCC,4,44.58498568,-123.1181764,46.951,0.0160,0.8500,0.0040,0.0050,0.0360,4,-0.34,-0.13,0.10
LBCC,4,44.58498563,-123.1181763,46.962,0.0140,0.8800,0.0100,0.0100,0.0420,4,-0.77,0.51,1.30
LBCC,4,44.58498568,-123.1181764,46.959,0.0150,0.8900,0.0060,0.0200,0.0420,4,-0.15,-0.07,0.90
U727,4,44.59391666,-123.5471758,204.408,0.0120,0.9700,0.0180,0.0070,0.0360,4,-1.11,1.35,1.10
U727,4,44.59391673,-123.5471759,204.398,0.0130,0.9300,0.0200,0.0040,0.0680,4,-0.40,0.44,0.10
U727,4,44.59391683,-123.5471762,204.38,0.0160,0.9100,0.0190,0.0420,0.0830,4,0.71,-2.40,-1.80
U727,4,44.59391677,-123.5471757,204.365,0.0140,0.8500,0.0200,0.0530,0.1040,4,0.06,2.14,-3.30
U727,4,44.59391666,-123.5471759,204.407,0.0140,0.8700,0.0190,0.0060,0.0240,4,-1.08,0.07,0.90
U727,4,44.59391666,-123.5471759,204.408,0.0120,0.8900,0.0120,0.0010,0.0140,4,-1.08,0.13,1.00
U727,4,44.59391672,-123.5471759,204.397,0.0150,0.8400,0.0170,0.0070,0.0220,4,-0.37,0.09,-0.10
U727,4,44.59391675,-123.5471759,204.406,0.0120,0.9300,0.0060,0.0040,0.0340,4,-0.09,0.37,0.70
Y683,4,44.68914756,-123.2189186,71.632,0.0100,0.8700,0.0090,0.0020,0.0510,4,-0.28,0.59,0.60
Y683,4,44.68914757,-123.2189187,71.633,0.0120,0.9000,0.0140,0.0030,0.0130,4,-0.22,0.37,0.70
Y683,4,44.68914757,-123.2189187,71.641,0.0130,0.8900,0.0060,0.0090,0.0100,4,-0.19,0.26,1.50
Y683,4,44.68914754,-123.2189187,71.63,0.0140,0.8700,0.0050,0.0060,0.0190,4,-0.49,0.37,0.40
Y683,4,44.68914751,-123.2189186,71.636,0.0110,0.9800,0.0160,0.0010,0.0080,4,-0.80,0.68,1.00
Y683,4,44.68914751,-123.2189187,71.626,0.0110,0.8700,0.0160,0.0030,0.0080,4,-0.77,0.40,0.00
Y683,4,44.68914755,-123.218919,71.671,0.0180,0.6500,0.0060,0.0590,0.0740,4,-0.40,-2.22,4.40
Y683,4,44.68914752,-123.2189187,71.626,0.0120,0.8100,0.0070,0.0040,0.0380,4,-0.71,-0.24,-0.10
Y683,4,44.68914756,-123.2189187,71.629,0.0120,0.9300,0.0030,0.0070,0.0280,4,-0.22,-0.07,0.30
Y683,4,44.68914757,-123.2189187,71.641,0.0100,0.9500,0.0090,0.0040,0.0110,4,-0.09,0.42,1.40
Y683,4,44.68914757,-123.2189186,71.641,0.0120,0.9000,0.0090,0.0000,0.0160,4,-0.12,0.57,1.50
Y683,4,44.6891476,-123.2189186,71.634,0.0120,0.9100,0.0170,0.0060,0.0230,4,0.15,0.57,0.70
Y683,4,44.68914759,-123.2189186,71.652,0.0110,0.8500,0.0040,0.0020,0.0210,4,0.06,0.51,2.60
B726,4.991666667,44.6484073,-123.062661,42.073,0.0180,0.8600,0.0140,0.0080,0.0260,5,-0.90,0.86,1.90
B726,4.991666667,44.64840717,-123.062661,42.043,0.0190,0.8700,0.0180,0.0070,0.0430,5,-2.32,0.73,-1.10
B726,4.991666667,44.64840738,-123.0626611,42.066,0.0190,0.8600,0.0090,0.0020,0.0010,5,0.00,0.07,1.30
BICK,4.991666667,44.48952025,-123.2807105,51.985,0.0100,0.9400,0.0150,0.0020,0.0220,5,-1.51,0.97,2.50
BICK,4.991666667,44.4895203,-123.2807105,51.977,0.0100,0.9600,0.0090,0.0070,0.0230,5,-0.96,0.73,1.80
BICK,4.991666667,44.48952026,-123.2807105,51.983,0.0110,0.9600,0.0130,0.0070,0.0190,5,-1.39,0.73,2.40
BICK,4.991666667,44.48952026,-123.2807105,51.977,0.0110,0.9000,0.0070,0.0030,0.0260,5,-1.36,0.68,1.80
BICK,4.991666667,44.48952024,-123.2807105,51.974,0.0110,0.9600,0.0050,0.0040,0.0200,5,-1.64,0.68,1.50
BICK,4.991666667,44.48952028,-123.2807106,51.968,0.0120,0.9500,0.0090,0.0070,0.0200,5,-1.17,0.55,0.90
BICK,4.991666667,44.48952031,-123.2807105,51.973,0.0110,0.9800,0.0060,0.0070,0.0030,5,-0.80,0.82,1.40
BICK,4.991666667,44.48952028,-123.2807106,51.967,0.0100,0.9300,0.0090,0.0020,0.0130,5,-1.17,0.57,0.70
GLAS,4.991666667,44.5193422,-122.9960552,69.473,0.0140,0.7900,0.0090,0.0060,0.0170,5,-0.68,0.15,2.90
GLAS,4.991666667,44.51934223,-122.9960552,69.452,0.0160,0.8800,0.0050,0.0060,0.0180,5,-0.43,0.00,0.80
GLAS,4.991666667,44.51934221,-122.9960552,69.467,0.0140,0.8900,0.0160,0.0040,0.0350,5,-0.52,0.40,2.30
GLAS,4.991666667,44.51934221,-122.9960552,69.454,0.0150,0.9200,0.0040,0.0030,0.0230,5,-0.56,0.31,1.10
LBCC,4.991666667,44.58498563,-123.1181763,46.961,0.0140,0.9200,0.0100,0.0060,0.0210,5,-0.83,0.31,1.10
LBCC,4.991666667,44.58498573,-123.1181764,46.957,0.0170,0.9300,0.0090,0.0090,0.0080,5,0.22,-0.35,0.70
LBCC,4.991666667,44.58498561,-123.1181762,46.952,0.0150,0.8600,0.0090,0.0010,0.0380,5,-1.02,0.84,0.20
LBCC,4.991666667,44.58498573,-123.1181763,46.972,0.0160,0.9800,0.0060,0.0060,0.0260,5,0.25,0.22,2.20
LBCC,4.991666667,44.58498565,-123.1181763,46.964,0.0130,0.9500,0.0080,0.0050,0.0340,5,-0.59,0.44,1.40
LBCC,4.991666667,44.58498578,-123.1181765,46.922,0.0180,0.8900,0.0170,0.0150,0.0680,5,0.93,-0.95,-2.70
U727,4.991666667,44.59391669,-123.5471759,204.41,0.0120,0.9300,0.0090,0.0020,0.0230,5,-0.77,0.57,1.30
U727,4.991666667,44.59391667,-123.5471759,204.406,0.0130,0.8800,0.0180,0.0050,0.0270,5,-1.02,0.02,0.80
Y683,4.991666667,44.68914755,-123.2189187,71.641,0.0120,0.9600,0.0140,0.0080,0.0160,5,-0.43,0.37,1.50
Y683,4.991666667,44.68914759,-123.2189187,71.636,0.0130,0.9200,0.0060,0.0090,0.0130,5,0.03,0.15,1.00
Y683,4.991666667,44.68914752,-123.2189187,71.632,0.0120,0.9300,0.0180,0.0080,0.0190,5,-0.65,0.40,0.60
Y683,4.991666667,44.68914754,-123.2189187,71.627,0.0120,0.9700,0.0070,0.0060,0.0140,5,-0.40,0.15,0.10
Y683,4.991666667,44.68914757,-123.2189187,71.641,0.0100,0.9400,0.0110,0.0030,0.0200,5,-0.09,0.42,1.40
B726,5,44.64840725,-123.0626611,42.073,0.0200,0.8300,0.0220,0.0130,0.0230,5,-1.48,-0.02,2.00
B726,5,44.64840736,-123.0626611,42.082,0.0180,0.9200,0.0210,0.0020,0.0100,5,-0.22,0.24,2.80
B726,5,44.64840723,-123.0626611,42.054,0.0190,0.8800,0.0150,0.0070,0.0560,5,-1.76,0.64,0.10
B726,5,44.64840739,-123.062661,42.071,0.0200,0.8400,0.0050,0.0120,0.0310,5,0.12,0.82,1.80
B726,5,44.64840731,-123.0626611,42.08,0.0180,0.9100,0.0090,0.0050,0.0440,5,-0.83,0.62,2.70
BICK,5,44.48952027,-123.2807105,51.988,0.0120,0.9100,0.0160,0.0060,0.0270,5,-1.27,0.91,2.80
BICK,5,44.48952029,-123.2807105,51.969,0.0110,0.9600,0.0160,0.0070,0.0030,5,-1.05,0.86,0.90
BICK,5,44.48952031,-123.2807105,51.976,0.0110,0.9400,0.0080,0.0070,0.0210,5,-0.83,0.99,1.70
BICK,5,44.48952028,-123.2807105,51.968,0.0120,0.8500,0.0180,0.0030,0.0230,5,-1.14,0.62,0.90
BICK,5,44.48952034,-123.2807109,51.953,0.0150,0.7600,0.0090,0.0190,0.0280,5,-0.49,-1.94,-0.70
BICK,5,44.48952031,-123.2807105,51.976,0.0120,0.9300,0.0130,0.0080,0.0360,5,-0.83,0.62,1.70
BICK,5,44.48952026,-123.2807105,51.985,0.0110,0.9400,0.0100,0.0060,0.0450,5,-1.39,0.93,2.50
BICK,5,44.48952029,-123.2807105,51.965,0.0130,0.8900,0.0110,0.0060,0.0140,5,-1.02,0.91,0.60
BICK,5,44.48952027,-123.2807105,51.975,0.0100,0.9200,0.0120,0.0010,0.0050,5,-1.30,0.80,1.60
BICK,5,44.48952027,-123.2807106,51.989,0.0160,0.8600,0.0110,0.0010,0.0200,5,-1.27,0.38,3.00
BICK,5,44.4895203,-123.2807106,51.973,0.0110,0.6900,0.0110,0.0050,0.0070,5,-0.93,0.51,1.40
BICK,5,44.48952026,-123.2807105,51.98,0.0110,0.9400,0.0020,0.0010,0.0180,5,-1.27,0.73,2.00
GLAS,5,44.51934222,-122.9960552,69.449,0.0160,0.8500,0.0110,0.0000,0.0200,5,-0.49,0.11,0.50
GLAS,5,44.51934224,-122.9960553,69.476,0.0160,0.7800,0.0250,0.0200,0.0710,5,-0.22,-0.68,3.20
GLAS,5,44.51934221,-122.9960551,69.451,0.0150,0.9400,0.0060,0.0040,0.0140,5,-0.56,0.64,0.80
GLAS,5,44.51934218,-122.9960552,69.457,0.0150,0.9100,0.0110,0.0020,0.0190,5,-0.83,0.44,1.40
LBCC,5,44.5849857,-123.1181763,46.946,0.0160,0.8300,0.0050,0.0080,0.0130,5,-0.09,0.00,-0.40
LBCC,5,44.58498565,-123.1181763,46.968,0.0130,0.8600,0.0120,0.0120,0.0390,5,-0.59,0.15,1.80
LBCC,5,44.58498571,-123.1181763,46.938,0.0150,0.9500,0.0040,0.0160,0.0230,5,0.00,0.04,-1.20
LBCC,5,44.58498561,-123.1181763,46.971,0.0140,0.9300,0.0120,0.0110,0.0240,5,-1.05,0.20,2.10
LBCC,5,44.58498572,-123.1181764,46.945,0.0160,0.7900,0.0050,0.0090,0.0060,5,0.12,-0.26,-0.50
LBCC,5,44.5849856,-123.1181762,46.966,0.0140,0.8800,0.0160,0.0060,0.0020,5,-1.14,0.84,1.60
LBCC,5,44.58498568,-123.1181763,46.946,0.0160,0.8400,0.0080,0.0090,0.0070,5,-0.25,-0.04,-0.40
LBCC,5,44.58498564,-123.1181763,46.963,0.0150,0.8700,0.0120,0.0100,0.0430,5,-0.59,0.44,1.40
U727,5,44.59391668,-123.5471758,204.412,0.0120,0.8300,0.0110,0.0020,0.0490,5,-0.93,0.95,1.40
U727,5,44.59391672,-123.5471759,204.406,0.0140,0.6800,0.0130,0.0100,0.0380,5,-0.43,0.18,0.80
U727,5,44.59391672,-123.5471759,204.403,0.0130,0.9400,0.0180,0.0050,0.0430,5,-0.49,0.35,0.60
U727,5,44.59391668,-123.5471759,204.405,0.0130,0.8800,0.0050,0.0030,0.0360,5,-0.96,0.18,0.80
U727,5,44.59391673,-123.5471759,204.406,0.0140,0.8800,0.0190,0.0050,0.0290,5,-0.34,0.04,0.80
U727,5,44.5939167,-123.5471759,204.408,0.0120,0.9200,0.0050,0.0080,0.0260,5,-0.65,0.62,1.00
Y683,5,44.68914756,-123.2189186,71.64,0.0110,0.9000,0.0120,0.0030,0.0620,5,-0.31,0.84,1.40
Y683,5,44.68914756,-123.2189187,71.61,0.0150,0.8800,0.0090,0.0050,0.0320,5,-0.34,0.20,-1.60
Y683,5,44.68914758,-123.2189187,71.645,0.0150,0.8600,0.0070,0.0040,0.0170,5,-0.09,0.37,1.90
Y683,5,44.68914757,-123.2189188,71.623,0.0140,0.8000,0.0220,0.0150,0.0460,5,-0.15,-0.62,-0.30
Y683,5,44.68914758,-123.2189187,71.639,0.0120,0.9300,0.0080,0.0020,0.0330,5,-0.09,0.46,1.30
Y683,5,44.6891476,-123.2189186,71.641,0.0120,0.8700,0.0150,0.0070,0.0320,5,0.19,0.53,1.50
Y683,5,44.68914755,-123.2189186,71.652,0.0110,0.9400,0.0060,0.0050,0.0160,5,-0.37,0.73,2.60
B726,7,44.64840733,-123.0626611,42.072,0.0190,0.8600,0.0140,0.0020,0.0310,7,-0.56,0.33,1.90
B726,7,44.64840734,-123.0626611,42.066,0.0190,0.9000,0.0160,0.0050,0.0300,7,-0.52,0.29,1.30
B726,7,44.64840734,-123.0626611,42.054,0.0180,0.9400,0.0120,0.0100,0.0230,7,-0.49,0.33,0.10
BICK,7,44.48952026,-123.2807105,51.979,0.0110,0.9000,0.0140,0.0050,0.0090,7,-1.33,0.73,1.90
BICK,7,44.48952029,-123.2807105,51.971,0.0120,0.9200,0.0130,0.0080,0.0170,7,-0.99,0.91,1.10
BICK,7,44.48952029,-123.2807105,51.972,0.0110,0.8800,0.0160,0.0050,0.0220,7,-1.02,0.66,1.30
BICK,7,44.48952028,-123.2807105,51.97,0.0120,0.8100,0.0100,0.0060,0.0180,7,-1.20,0.88,1.10
