station,duration,IGS08Lat,IGS08Long,IGS08elipht,total_sv,Percent_Obs,SigmaLat,SigmaLong,SigmaElht,NominalT,dn (cm),de (cm),dh (cm)
LBCC,3,44.58498567,-123.1181763,46.996,12,97,0.011,0.026,0.025,3,-0.38,0.07,4.6
LBCC,3,44.58498574,-123.1181764,46.985,13,98,0.02,0.041,0.032,3,0.46,-0.54,3.5
LBCC,3,44.58498569,-123.1181765,46.978,12,98,0.014,0.033,0.031,3,-0.13,-1.38,2.8
LBCC,3,44.58498566,-123.1181764,46.967,14,98,0.026,0.042,0.038,3,-0.47,-0.35,1.7
LBCC,3,44.58498553,-123.1181766,46.968,11,98,0.027,0.026,0.04,3,-1.98,-2.37,1.8
LBCC,3,44.58498546,-123.1181767,46.997,13,98,0.023,0.027,0.036,3,-2.66,-2.66,4.7
LBCC,3,44.58498548,-123.1181766,46.968,12,98,0.015,0.029,0.032,3,-2.44,-2.31,1.8
LBCC,3,44.58498553,-123.1181766,46.944,12,98,0.016,0.022,0.032,3,-1.92,-2.11,-0.6
LBCC,3,44.58498562,-123.1181764,46.97,11,98,0.011,0.022,0.026,3,-0.9,-0.74,2
LBCC,3,44.58498572,-123.1181765,46.937,12,98,0.01,0.021,0.027,3,0.15,-0.9,-1.3
LBCC,3,44.58498564,-123.1181766,46.921,12,98,0.01,0.023,0.023,3,-0.72,-2.04,-2.9
LBCC,3,44.58498563,-123.1181765,46.943,16,98,0.014,0.023,0.026,3,-0.84,-1.62,-0.7
U727,3,44.59391673,-123.5471758,204.398,11,98,0.009,0.036,0.028,3,-0.33,0.97,0
U727,3,44.59391676,-123.5471764,204.378,11,97,0.01,0.058,0.028,3,-0.05,-3.42,-2
U727,3,44.59391673,-123.5471761,204.41,10,97,0.009,0.048,0.023,3,-0.33,-1.24,1.2
U727,3,44.59391673,-123.5471761,204.392,10,98,0.009,0.024,0.026,3,-0.3,-1.08,-0.6
U727,3,44.5939167,-123.547176,204.425,11,96,0.013,0.034,0.033,3,-0.7,-0.84,2.7
U727,3,44.59391673,-123.5471759,204.404,10,98,0.008,0.029,0.024,3,-0.33,0.57,0.6
U727,3,44.59391661,-123.5471762,204.417,12,98,0.018,0.039,0.035,3,-1.72,-2.1,1.9
U727,3,44.59391688,-123.5471758,204.35,12,98,0.018,0.022,0.031,3,1.27,0.9,-4.8
U727,3,44.59391674,-123.5471758,204.39,11,98,0.012,0.022,0.028,3,-0.18,0.73,-0.8
U727,3,44.59391675,-123.5471758,204.406,12,98,0.024,0.027,0.037,3,-0.08,0.82,0.8
U727,3,44.59391672,-123.5471761,204.399,10,98,0.01,0.021,0.025,3,-0.49,-1.06,0.1
U727,3,44.5939167,-123.547176,204.402,13,97,0.014,0.022,0.029,3,-0.7,-0.31,0.4
Y683,3,44.68914759,-123.2189186,71.618,12,98,0.009,0.034,0.024,3,0.08,0.48,-0.8
Y683,3,44.68914761,-123.2189187,71.629,14,98,0.009,0.027,0.022,3,0.27,0.46,0.3
Y683,3,44.68914756,-123.2189185,71.627,12,98,0.009,0.033,0.025,3,-0.23,2,0.1
Y683,3,44.68914759,-123.2189189,71.634,11,98,0.009,0.046,0.024,3,0.05,-1.56,0.8
Y683,3,44.68914757,-123.2189187,71.634,12,98,0.009,0.028,0.024,3,-0.19,-0.09,0.8
Y683,3,44.68914758,-123.2189188,71.62,11,97,0.008,0.044,0.022,3,-0.01,-0.46,-0.6
Y683,3,44.68914759,-123.2189188,71.635,11,98,0.009,0.021,0.02,3,0.08,-0.9,0.9
Y683,3,44.68914758,-123.2189188,71.661,14,98,0.01,0.024,0.023,3,-0.1,-0.62,3.5
Y683,3,44.68914759,-123.2189189,71.654,11,98,0.009,0.022,0.018,3,0.05,-1.17,2.8
Y683,3,44.68914754,-123.2189187,71.651,13,98,0.015,0.033,0.03,3,-0.47,-0.11,2.5
Y683,3,44.68914756,-123.2189189,71.653,14,98,0.01,0.022,0.021,3,-0.26,-1.12,2.7
Y683,3,44.68914757,-123.2189189,71.643,13,98,0.019,0.039,0.034,3,-0.19,-1.3,1.7
Y683,3,44.68914771,-123.2189186,71.59,12,98,0.017,0.021,0.028,3,1.41,0.66,-3.6
Y683,3,44.68914755,-123.2189188,71.656,13,98,0.013,0.02,0.026,3,-0.38,-1.08,3
Y683,3,44.6891476,-123.2189186,71.63,13,98,0.02,0.033,0.031,3,0.18,0.73,0.4
Y683,3,44.68914755,-123.2189189,71.628,12,98,0.01,0.02,0.024,3,-0.41,-1.21,0.2
Y683,3,44.68914755,-123.2189189,71.621,11,98,0.014,0.025,0.028,3,-0.35,-1.83,-0.5
Y683,3,44.6891476,-123.2189188,71.625,12,98,0.009,0.02,0.023,3,0.18,-1.01,-0.1
Y683,3,44.68914757,-123.2189188,71.636,14,97,0.014,0.021,0.026,3,-0.19,-0.93,1
B726,4,44.64840743,-123.0626608,42.082,11,98,0.006,0.027,0.019,4,0.41,2.49,2.8
B726,4,44.64840735,-123.0626613,42.029,11,96,0.008,0.036,0.022,4,-0.42,-1.77,-2.5
B726,4,44.64840737,-123.0626613,42.037,12,98,0.006,0.026,0.019,4,-0.21,-1.02,-1.7
B726,4,44.6484074,-123.0626613,42.034,15,98,0.011,0.019,0.025,4,0.17,-1.72,-2
B726,4,44.64840743,-123.062661,42.057,13,98,0.009,0.02,0.022,4,0.47,0.97,0.3
B726,4,44.64840731,-123.0626612,42.018,16,98,0.013,0.02,0.028,4,-0.92,-0.27,-3.6
B726,4,44.64840731,-123.0626612,42.029,14,97,0.017,0.03,0.028,4,-0.88,-0.86,-2.5
B726,4,44.64840726,-123.0626611,42.038,15,98,0.015,0.02,0.025,4,-1.38,-0.09,-1.6
BICK,4,44.48952029,-123.2807105,51.942,16,98,0.007,0.027,0.018,4,-0.93,0.65,-1.8
BICK,4,44.48952033,-123.2807106,51.974,13,98,0.007,0.031,0.02,4,-0.55,0.39,1.4
BICK,4,44.48952027,-123.2807105,51.965,13,98,0.007,0.036,0.019,4,-1.23,0.92,0.5
BICK,4,44.4895203,-123.2807108,51.961,16,98,0.007,0.035,0.018,4,-0.89,-1.33,0.1
BICK,4,44.4895203,-123.2807107,51.975,12,98,0.007,0.028,0.018,4,-0.83,-0.32,1.5
BICK,3.991666667,44.4895203,-123.2807106,51.975,15,98,0.007,0.024,0.018,4,-0.86,0.41,1.5
BICK,4,44.48952032,-123.2807104,51.984,12,98,0.007,0.025,0.02,4,-0.62,2.07,2.4
BICK,4,44.48952029,-123.2807106,51.983,12,98,0.009,0.035,0.018,4,-0.93,-0.1,2.3
BICK,4,44.48952033,-123.2807107,51.983,14,98,0.007,0.025,0.018,4,-0.52,-0.38,2.3
BICK,4,44.48952025,-123.2807107,51.975,11,98,0.006,0.022,0.016,4,-1.42,-0.61,1.5
BICK,4,44.48952027,-123.2807107,52.002,16,98,0.01,0.021,0.021,4,-1.23,-0.78,4.2
BICK,4,44.48952029,-123.2807107,51.984,14,96,0.02,0.037,0.034,4,-0.93,-0.58,2.4
BICK,4,44.48952025,-123.2807106,51.961,15,98,0.019,0.032,0.026,4,-1.39,0.04,0.1
BICK,4,44.48952026,-123.2807105,51.988,15,98,0.01,0.021,0.021,4,-1.3,0.63,2.8
BICK,4,44.48952032,-123.2807107,51.998,14,98,0.016,0.025,0.025,4,-0.62,-0.5,3.8
BICK,4,44.48952026,-123.2807107,51.993,15,98,0.017,0.026,0.025,4,-1.26,-0.96,3.3
BICK,4,44.48952028,-123.2807107,51.971,14,97,0.017,0.029,0.025,4,-1.11,-0.74,1.1
BICK,4,44.48952017,-123.2807108,51.995,16,98,0.015,0.022,0.026,4,-2.35,-1.2,3.5
BICK,4,44.48952037,-123.2807105,51.971,14,98,0.014,0.026,0.025,4,-0.06,0.83,1.1
BICK,4,44.48952027,-123.2807107,51.97,15,96,0.014,0.019,0.026,4,-1.2,-0.83,1
GLAS,4,44.51934224,-122.9960552,69.476,12,98,0.01,0.035,0.019,4,-0.26,-0.05,3.3
GLAS,4,44.51934228,-122.9960553,69.471,14,98,0.007,0.025,0.019,4,0.17,-0.58,2.8
GLAS,4,44.51934221,-122.9960553,69.473,11,98,0.006,0.022,0.016,4,-0.66,-0.58,3
GLAS,4,44.51934222,-122.9960553,69.465,13,98,0.009,0.022,0.019,4,-0.54,-0.65,2.2
GLAS,4,44.5193423,-122.9960552,69.426,15,98,0.015,0.022,0.026,4,0.36,-0.01,-1.7
GLAS,4,44.51934225,-122.9960554,69.465,14,98,0.014,0.027,0.026,4,-0.2,-1.13,2.2
GLAS,4,44.51934222,-122.9960553,69.435,14,98,0.012,0.017,0.023,4,-0.54,-0.89,-0.8
GLAS,4,44.51934219,-122.9960553,69.424,15,98,0.012,0.02,0.021,4,-0.79,-0.8,-1.9
LBCC,4,44.58498569,-123.1181761,46.934,15,98,0.007,0.028,0.02,4,-0.13,2.26,-1.6
LBCC,4,44.58498568,-123.1181762,46.976,12,98,0.007,0.041,0.024,4,-0.22,0.8,2.6
LBCC,4,44.58498568,-123.118176,46.985,12,98,0.007,0.026,0.024,4,-0.22,2.72,3.5
LBCC,3.991666667,44.58498567,-123.1181761,46.976,11,98,0.006,0.027,0.019,4,-0.35,1.53,2.6
LBCC,4,44.58498561,-123.1181764,46.965,11,98,0.006,0.022,0.018,4,-1.02,-0.39,1.5
LBCC,4,44.58498566,-123.1181766,46.968,12,98,0.009,0.023,0.02,4,-0.53,-1.87,1.8
LBCC,4,44.58498562,-123.1181767,46.99,15,98,0.01,0.022,0.022,4,-0.9,-2.51,4
LBCC,4,44.58498544,-123.1181773,47.026,14,92,0.022,0.041,0.035,4,-2.88,-7.56,7.6
LBCC,4,44.58498567,-123.1181767,46.973,14,97,0.017,0.031,0.028,4,-0.35,-2.86,2.3
LBCC,4,44.58498569,-123.1181765,46.963,15,98,0.016,0.021,0.03,4,-0.1,-1.14,1.3
LBCC,4,44.58498571,-123.1181766,46.932,15,98,0.016,0.028,0.027,4,0.06,-1.71,-1.8
LBCC,4,44.58498558,-123.1181766,46.954,13,98,0.013,0.017,0.025,4,-1.39,-2.31,0.4
LBCC,4,44.58498563,-123.1181766,46.94,15,98,0.012,0.021,0.023,4,-0.78,-1.85,-1
LBCC,4,44.58498563,-123.1181765,46.963,10,97,0.008,0.037,0.024,4,-0.78,-1.21,1.3
U727,4,44.59391671,-123.5471757,204.39,12,95,0.007,0.037,0.022,4,-0.55,1.57,-0.8
U727,4,44.59391675,-123.5471762,204.386,15,98,0.007,0.039,0.023,4,-0.12,-2.03,-1.2
U727,4,44.59391672,-123.5471761,204.405,11,98,0.007,0.029,0.022,4,-0.42,-1.43,0.7
U727,4,44.59391673,-123.547176,204.389,13,98,0.009,0.021,0.025,4,-0.36,-0.88,-0.9
U727,4,44.59391675,-123.5471757,204.399,14,96,0.019,0.03,0.031,4,-0.08,1.5,0.1
U727,4,44.59391671,-123.5471759,204.408,15,98,0.011,0.023,0.026,4,-0.61,0.22,1
U727,4,44.59391672,-123.5471759,204.394,15,98,0.015,0.019,0.027,4,-0.46,0.66,-0.4
U727,4,44.59391677,-123.547176,204.399,13,98,0.009,0.017,0.025,4,0.13,-0.88,0.1
Y683,4,44.68914758,-123.2189187,71.633,12,98,0.007,0.028,0.02,4,-0.01,0.09,0.7
Y683,4,44.68914761,-123.2189187,71.63,15,98,0.007,0.026,0.02,4,0.27,0.31,0.4
Y683,4,44.68914757,-123.2189185,71.636,12,98,0.007,0.025,0.021,4,-0.13,1.94,1
Y683,4,44.68914756,-123.2189188,71.634,12,98,0.01,0.034,0.022,4,-0.26,-0.55,0.8
Y683,4,44.68914758,-123.2189188,71.639,13,98,0.007,0.025,0.02,4,-0.1,-0.7,1.3
Y683,4,44.68914757,-123.2189188,71.632,12,98,0.006,0.026,0.019,4,-0.19,-0.88,0.6
Y683,4,44.68914759,-123.2189188,71.635,13,98,0.008,0.02,0.02,4,0.08,-0.46,0.9
Y683,4,44.68914759,-123.2189188,71.653,14,98,0.016,0.027,0.027,4,0.05,-0.99,2.7
Y683,4,44.68914756,-123.2189189,71.649,15,98,0.017,0.027,0.027,4,-0.26,-1.52,2.3
Y683,4,44.68914751,-123.2189188,71.633,16,98,0.015,0.022,0.026,4,-0.84,-0.95,0.7
Y683,4,44.68914761,-123.2189188,71.635,14,98,0.016,0.031,0.027,4,0.24,-0.84,0.9
Y683,4,44.68914763,-123.2189186,71.624,16,98,0.015,0.019,0.025,4,0.45,0.55,-0.2
Y683,4,44.68914761,-123.2189189,71.636,15,98,0.008,0.016,0.023,4,0.33,-1.39,1
B726,5,44.64840743,-123.0626609,42.081,15,99,0.006,0.022,0.018,5,0.5,1.94,2.7
B726,5,44.64840743,-123.062661,42.027,11,96,0.009,0.028,0.024,5,0.41,0.59,-2.7
B726,5,44.64840741,-123.0626609,42.029,14,97,0.009,0.032,0.022,5,0.23,1.56,-2.5
B726,5,44.64840741,-123.062661,42.038,15,96,0.01,0.02,0.02,5,0.2,1.16,-1.6
B726,5,44.64840729,-123.0626612,42.031,16,98,0.008,0.015,0.019,5,-1.07,-0.84,-2.3
B726,5,44.64840731,-123.0626612,42.022,16,98,0.01,0.019,0.02,5,-0.88,-0.66,-3.2
B726,5,44.64840729,-123.0626611,42.032,16,99,0.011,0.019,0.019,5,-1.1,0.24,-2.2
B726,5,44.64840737,-123.0626613,42.062,17,97,0.009,0.022,0.022,5,-0.24,-1.04,0.8
BICK,5,44.48952029,-123.2807106,51.948,16,99,0.006,0.027,0.016,5,-0.96,0.43,-1.2
BICK,5,44.48952031,-123.2807106,51.972,13,98,0.006,0.021,0.016,5,-0.71,-0.01,1.2
BICK,5,44.48952028,-123.2807106,51.969,13,99,0.006,0.023,0.016,5,-1.14,0.15,0.9
BICK,5,44.48952031,-123.2807108,51.97,16,86,0.007,0.036,0.02,5,-0.8,-1.2,1
BICK,5,44.48952031,-123.2807106,51.983,12,97,0.006,0.021,0.017,5,-0.8,0.01,2.3
BICK,4.991666667,44.48952029,-123.2807105,51.977,16,98,0.006,0.021,0.016,5,-0.96,0.61,1.7
BICK,5,44.48952031,-123.2807104,51.994,13,98,0.006,0.019,0.017,5,-0.77,2.05,3.4
BICK,5,44.48952028,-123.2807107,51.988,13,99,0.007,0.022,0.016,5,-1.14,-0.41,2.8
BICK,5,44.48952031,-123.2807106,51.977,15,97,0.008,0.023,0.018,5,-0.77,-0.03,1.7
BICK,5,44.48952024,-123.2807107,51.974,15,99,0.007,0.02,0.017,5,-1.48,-1,1.4
BICK,5,44.48952036,-123.2807105,51.955,17,98,0.012,0.02,0.021,5,-0.18,0.68,-0.5
BICK,5,44.48952024,-123.2807107,51.981,16,98,0.012,0.022,0.024,5,-1.57,-0.56,2.1
BICK,5,44.48952027,-123.2807106,51.961,16,99,0.008,0.014,0.018,5,-1.2,0.39,0.1
BICK,5,44.48952028,-123.2807106,51.983,16,99,0.011,0.017,0.021,5,-1.11,-0.12,2.3
BICK,5,44.48952026,-123.2807106,51.999,16,98,0.01,0.017,0.02,5,-1.26,0.19,3.9
BICK,5,44.48952036,-123.2807107,51.973,17,99,0.01,0.02,0.021,5,-0.25,-0.38,1.3
BICK,5,44.48952024,-123.2807106,51.973,16,98,0.009,0.013,0.017,5,-1.54,0.06,1.3
BICK,5,44.48952023,-123.2807106,51.976,15,98,0.01,0.014,0.019,5,-1.64,0.15,1.6
BICK,5,44.48952027,-123.2807107,51.973,16,95,0.01,0.022,0.021,5,-1.23,-0.61,1.3
BICK,5,44.48952026,-123.2807107,51.946,18,97,0.011,0.016,0.02,5,-1.3,-0.74,-1.4
GLAS,5,44.51934222,-122.9960553,69.478,13,99,0.008,0.023,0.017,5,-0.51,-0.58,3.5
GLAS,5,44.51934225,-122.9960553,69.48,15,97,0.008,0.023,0.02,5,-0.14,-0.49,3.7
GLAS,5,44.5193422,-122.9960555,69.464,15,99,0.007,0.02,0.017,5,-0.72,-2.44,2.1
GLAS,5,44.51934223,-122.9960553,69.463,15,99,0.008,0.019,0.017,5,-0.45,-0.6,2
GLAS,5,44.51934216,-122.9960554,69.442,15,98,0.01,0.014,0.019,5,-1.12,-1.24,-0.1
GLAS,5,44.51934224,-122.9960553,69.457,16,95,0.009,0.021,0.022,5,-0.29,-0.89,1.4
GLAS,5,44.5193422,-122.9960554,69.412,18,98,0.01,0.017,0.019,5,-0.69,-1.22,-3.1
GLAS,5,44.51934222,-122.9960555,69.435,16,99,0.009,0.014,0.02,5,-0.48,-2.13,-0.8
LBCC,5,44.58498568,-123.1181761,46.951,16,99,0.006,0.026,0.019,5,-0.25,1.51,0.1
LBCC,5,44.58498566,-123.1181764,46.967,13,98,0.006,0.024,0.019,5,-0.5,-0.59,1.7
LBCC,5,44.58498567,-123.118176,46.987,13,98,0.006,0.02,0.019,5,-0.41,2.68,3.7
LBCC,4.991666667,44.58498568,-123.1181763,46.971,14,99,0.006,0.021,0.018,5,-0.28,-0.01,2.1
LBCC,5,44.58498561,-123.1181765,46.97,11,98,0.008,0.026,0.022,5,-0.99,-1.45,2
LBCC,5,44.5849856,-123.1181765,46.964,14,90,0.007,0.021,0.019,5,-1.12,-1.49,1.4
LBCC,5,44.58498565,-123.1181765,46.966,14,98,0.009,0.02,0.018,5,-0.59,-1.14,1.6
LBCC,5,44.58498563,-123.1181766,46.957,16,96,0.013,0.019,0.023,5,-0.81,-1.82,0.7
LBCC,5,44.58498559,-123.1181765,46.962,16,98,0.013,0.022,0.027,5,-1.27,-0.98,1.2
LBCC,5,44.58498567,-123.1181764,46.955,16,98,0.009,0.015,0.02,5,-0.41,-0.83,0.5
LBCC,5,44.58498564,-123.1181765,46.937,16,98,0.01,0.015,0.024,5,-0.65,-1.07,-1.3
LBCC,5,44.58498571,-123.1181766,46.936,15,98,0.009,0.018,0.021,5,0.03,-2.09,-1.4
LBCC,5,44.58498564,-123.1181765,46.918,18,98,0.011,0.017,0.022,5,-0.72,-1.51,-3.2
LBCC,5,44.58498566,-123.1181766,46.926,16,99,0.009,0.015,0.022,5,-0.5,-2.22,-2.4
U727,5,44.59391672,-123.5471759,204.403,12,99,0.006,0.022,0.02,5,-0.46,0.48,0.5
U727,5,44.59391675,-123.547176,204.397,15,97,0.008,0.045,0.021,5,-0.12,-0.27,-0.1
U727,5,44.59391672,-123.5471761,204.402,13,96,0.009,0.034,0.025,5,-0.42,-1.15,0.4
U727,5,44.59391673,-123.5471759,204.372,15,97,0.01,0.02,0.023,5,-0.3,0.35,-2.6
U727,5,44.59391672,-123.5471759,204.393,14,97,0.009,0.015,0.02,5,-0.46,0.51,-0.5
U727,5,44.59391672,-123.547176,204.414,16,99,0.012,0.018,0.023,5,-0.46,-0.64,1.6
U727,5,44.59391668,-123.5471759,204.389,15,99,0.011,0.02,0.02,5,-0.95,0.02,-0.9
U727,5,44.59391673,-123.5471761,204.405,15,98,0.008,0.021,0.022,5,-0.33,-0.95,0.7
Y683,5,44.68914759,-123.2189187,71.644,13,99,0.006,0.02,0.017,5,0.05,0.11,1.8
Y683,5,44.68914759,-123.2189187,71.637,16,98,0.006,0.021,0.017,5,0.11,-0.09,1.1
Y683,5,44.68914754,-123.2189188,71.645,13,99,0.008,0.023,0.019,5,-0.44,-0.7,1.9
Y683,5,44.68914755,-123.2189188,71.645,14,97,0.007,0.023,0.019,5,-0.38,-0.42,1.9
Y683,5,44.68914758,-123.2189188,71.629,15,97,0.009,0.03,0.023,5,-0.1,-0.93,0.3
Y683,5,44.68914759,-123.2189187,71.622,15,98,0.009,0.018,0.018,5,0.02,0.42,-0.4
Y683,5,44.68914756,-123.2189187,71.651,15,98,0.01,0.017,0.02,5,-0.29,-0.29,2.5
Y683,5,44.68914758,-123.2189188,71.643,17,99,0.011,0.022,0.022,5,-0.04,-0.59,1.7
Y683,5,44.68914751,-123.2189188,71.637,15,99,0.01,0.014,0.019,5,-0.78,-0.66,1.1
Y683,5,44.68914757,-123.2189188,71.632,16,95,0.009,0.021,0.021,5,-0.13,-0.35,0.6
Y683,5,44.68914754,-123.2189187,71.622,16,99,0.011,0.018,0.018,5,-0.47,0.09,-0.4
Y683,5,44.68914758,-123.2189188,71.637,17,98,0.008,0.016,0.02,5,-0.1,-1.08,1.1
B726,7,44.64840742,-123.0626609,42.061,17,99,0.006,0.016,0.016,7,0.32,1.58,0.7
B726,7,44.64840741,-123.062661,42.026,17,97,0.009,0.022,0.02,7,0.26,1.03,-2.8
B726,7,44.64840742,-123.0626609,42.029,18,98,0.008,0.021,0.017,7,0.35,1.72,-2.5
B726,7,44.64840738,-123.0626612,42.038,17,99,0.007,0.014,0.018,7,-0.05,-0.36,-1.6
BICK,7,44.48952029,-123.2807106,51.963,19,99,0.005,0.018,0.014,7,-0.96,0.34,0.3
BICK,7,44.48952032,-123.2807106,51.973,18,98,0.006,0.019,0.016,7,-0.68,-0.05,1.3
BICK,7,44.48952028,-123.2807106,51.97,18,99,0.006,0.018,0.015,7,-1.14,0.46,1
BICK,7,44.48952028,-123.2807106,51.972,19,98,0.006,0.02,0.014,7,-1.05,0.5,1.2
BICK,7,44.4895203,-123.2807106,51.99,17,99,0.005,0.016,0.015,7,-0.83,0.06,3
BICK,6.991666667,44.48952029,-123.2807106,51.983,18,99,0.005,0.016,0.014,7,-1.02,0.26,2.3
BICK,7,44.48952031,-123.2807104,51.984,18,98,0.005,0.016,0.015,7,-0.8,1.94,2.4
BICK,7,44.48952026,-123.2807106,51.984,18,99,0.007,0.017,0.015,7,-1.26,0.46,2.4
BICK,7,44.48952033,-123.2807106,51.982,18,99,0.007,0.018,0.016,7,-0.59,-0.03,2.2
BICK,7,44.48952025,-123.2807107,51.972,17,98,0.006,0.017,0.015,7,-1.42,-0.8,1.2
GLAS,7,44.51934223,-122.9960553,69.469,18,99,0.007,0.018,0.016,7,-0.41,-0.29,2.6
GLAS,7,44.51934224,-122.9960554,69.479,18,98,0.007,0.018,0.018,7,-0.26,-1.51,3.6
GLAS,7,44.51934219,-122.9960554,69.459,17,99,0.007,0.017,0.017,7,-0.85,-1.53,1.6
GLAS,7,44.51934222,-122.9960553,69.46,17,99,0.007,0.014,0.015,7,-0.54,-0.67,1.7
LBCC,7,44.58498566,-123.1181764,46.956,18,99,0.005,0.019,0.016,7,-0.44,-0.54,0.6
LBCC,7,44.58498567,-123.1181766,46.977,18,98,0.006,0.02,0.018,7,-0.38,-2.07,2.7
LBCC,7,44.58498568,-123.1181762,46.986,18,98,0.006,0.017,0.017,7,-0.22,1.29,3.6
LBCC,6.991666667,44.58498566,-123.1181764,46.955,17,99,0.006,0.016,0.017,7,-0.47,-0.17,0.5
LBCC,7,44.58498564,-123.1181765,46.968,16,98,0.008,0.02,0.02,7,-0.68,-1.45,1.8
LBCC,7,44.58498564,-123.1181765,46.96,17,99,0.009,0.018,0.018,7,-0.65,-1.58,1
LBCC,7,44.58498562,-123.1181765,46.962,17,99,0.008,0.014,0.016,7,-0.93,-1.67,1.2
U727,7,44.5939167,-123.5471758,204.398,17,96,0.007,0.022,0.019,7,-0.64,1.32,0
U727,7,44.59391673,-123.5471759,204.398,18,98,0.006,0.024,0.018,7,-0.33,0.4,0
U727,7,44.59391674,-123.5471758,204.386,17,98,0.008,0.021,0.02,7,-0.24,0.84,-1.2
U727,7,44.59391673,-123.547176,204.393,17,99,0.007,0.013,0.018,7,-0.3,-0.27,-0.5
Y683,7,44.68914759,-123.2189187,71.649,17,99,0.005,0.016,0.016,7,0.02,-0.07,2.3
Y683,7,44.68914759,-123.2189188,71.646,18,99,0.005,0.017,0.015,7,0.08,-0.66,2
Y683,7,44.68914755,-123.2189187,71.638,18,99,0.007,0.018,0.017,7,-0.38,0.26,1.2
Y683,7,44.68914757,-123.2189188,71.645,17,98,0.007,0.018,0.018,7,-0.19,-1.06,1.9
Y683,7,44.68914759,-123.2189187,71.629,18,98,0.007,0.019,0.017,7,0.08,-0.09,0.3
Y683,7,44.68914758,-123.2189188,71.635,17,99,0.007,0.012,0.016,7,-0.01,-0.46,0.9
B726,10,44.64840736,-123.0626611,42.052,22,99,0.005,0.011,0.013,10,-0.36,0.39,-0.2
B726,10,44.64840736,-123.0626612,42.023,22,97,0.006,0.013,0.015,10,-0.33,-0.44,-3.1
B726,10,44.64840736,-123.0626611,42.032,23,99,0.006,0.011,0.013,10,-0.36,0.15,-2.2
B726,10,44.64840737,-123.0626613,42.046,22,99,0.006,0.01,0.014,10,-0.24,-1.04,-0.8
BICK,10,44.4895203,-123.2807106,51.964,23,99,0.005,0.014,0.013,10,-0.83,0.37,0.4
BICK,10,44.4895203,-123.2807107,51.969,21,99,0.006,0.014,0.013,10,-0.86,-0.25,0.9
BICK,10,44.48952027,-123.2807106,51.964,22,99,0.005,0.012,0.013,10,-1.2,0.43,0.4
BICK,10,44.48952029,-123.2807106,51.976,23,99,0.005,0.013,0.013,10,-1.02,0.15,1.6
BICK,10,44.48952029,-123.2807107,51.988,20,99,0.005,0.011,0.013,10,-1.02,-0.34,2.8
BICK,9.991666667,44.4895203,-123.2807106,51.982,22,99,0.005,0.013,0.013,10,-0.89,0.01,2.2
BICK,10,44.48952028,-123.2807105,51.982,21,99,0.005,0.01,0.012,10,-1.08,0.79,2.2
BICK,10,44.48952027,-123.2807106,51.978,22,99,0.005,0.01,0.012,10,-1.2,0.12,1.8
BICK,10,44.48952031,-123.2807107,51.976,21,99,0.006,0.012,0.013,10,-0.8,-0.25,1.6
BICK,10,44.48952025,-123.2807107,51.963,23,98,0.006,0.011,0.013,10,-1.42,-0.65,0.3
GLAS,10,44.5193422,-122.9960554,69.462,22,99,0.006,0.01,0.013,10,-0.75,-1.09,1.9
GLAS,10,44.51934224,-122.9960553,69.465,21,98,0.006,0.012,0.014,10,-0.32,-0.93,2.2
GLAS,10,44.51934221,-122.9960554,69.438,23,99,0.005,0.01,0.013,10,-0.66,-1.29,-0.5
GLAS,10,44.51934221,-122.9960554,69.45,21,99,0.006,0.01,0.013,10,-0.66,-1.11,0.7
LBCC,10,44.58498566,-123.1181764,46.951,23,98,0.005,0.015,0.014,10,-0.53,-0.81,0.1
LBCC,10,44.58498565,-123.1181766,46.966,21,99,0.006,0.015,0.015,10,-0.56,-1.76,1.6
LBCC,10,44.58498566,-123.1181763,46.979,21,99,0.005,0.012,0.014,10,-0.44,0.27,2.9
LBCC,9.991666667,44.58498567,-123.1181764,46.968,22,99,0.005,0.013,0.014,10,-0.41,-0.54,1.8
LBCC,10,44.58498566,-123.1181765,46.957,20,98,0.006,0.012,0.015,10,-0.44,-1.58,0.7
LBCC,10,44.58498564,-123.1181765,46.947,23,99,0.006,0.011,0.014,10,-0.65,-1.56,-0.3
LBCC,10,44.58498563,-123.1181766,46.947,21,99,0.006,0.01,0.014,10,-0.78,-1.82,-0.3
U727,10,44.59391671,-123.5471758,204.397,21,97,0.006,0.014,0.015,10,-0.61,1.15,-0.1
U727,10,44.59391674,-123.547176,204.404,22,98,0.006,0.015,0.016,10,-0.27,-0.16,0.6
U727,10,44.59391671,-123.547176,204.391,22,99,0.006,0.011,0.015,10,-0.58,-0.33,-0.7
U727,10,44.59391673,-123.547176,204.395,22,99,0.005,0.01,0.015,10,-0.36,-0.46,-0.3
Y683,10,44.68914757,-123.2189188,71.645,20,99,0.005,0.011,0.013,10,-0.13,-0.33,1.9
Y683,10,44.68914759,-123.2189188,71.642,22,99,0.005,0.014,0.013,10,0.05,-0.57,1.6
Y683,10,44.68914754,-123.2189188,71.637,22,99,0.006,0.01,0.013,10,-0.44,-0.48,1.1
Y683,10,44.68914757,-123.2189188,71.638,21,98,0.006,0.012,0.014,10,-0.13,-0.9,1.2
Y683,10,44.68914758,-123.2189188,71.626,23,99,0.006,0.011,0.013,10,-0.01,-0.42,0
Y683,10,44.68914758,-123.2189188,71.638,22,99,0.005,0.009,0.013,10,-0.1,-0.66,1.2
